14,125,125,125,125,125,81,0.774,0.792,0.731
14,126,126,126,126,126,81,0.925,0.899,0.973
15,127,127,127,127,127,82,0.397,0.353,0.347
15,128,128,128,128,128,82,0.929,0.894,0.934
15,129,129,129,129,129,82,0.783,0.756,0.729
15,130,130,130,130,130,82,0.779,0.703,0.794
15,131,131,131,131,131,82,0.434,0.286,0.472
15,132,132,132,132,132,82,0.398,0.288,0.415
15,133,133,133,133,133,82,0.777,0.682,0.783
15,134,134,134,134,134,83,0.779,0.799,0.738
15,134,134,134,134,134,84,0.779,0.799,0.738
15,135,135,135,135,135,84,0.926,0.9,0.976
16,136,136,136,136,136,84,0.397,0.353,0.347
16,137,137,137,137,137,85,0.929,0.894,0.934
16,137,137,137,137,137,86,0.929,0.894,0.934
16,138,138,138,138,138,86,0.783,0.756,0.729
16,139,139,139,139,139,86,0.779,0.703,0.794
16,140,140,140,140,140,87,0.434,0.286,0.472
16,141,141,141,141,141,88,0.398,0.288,0.415
16,141,141,141,141,141,89,0.398,0.288,0.415
16,142,142,142,142,142,89,0.777,0.682,0.783
16,143,143,143,143,143,90,0.779,0.799,0.738
16,144,144,144,144,144,90,0.926,0.9,0.976
