1,45.972,43.5,44.744,,38.069,2.233861857,,61.931,1.796726204,,45.83222869,1633259,5.695000172,6.703000069,4.842000008
2,82.6,77.9,80.19268293,,80.122,1.040618588,,19.878,0.557844254,,46.63737609,17821886,6.760000229,6.46600008,7.017000198
3,73.502,70.438,71.917,,67.558,2.19452411,,32.442,-0.932126751,,20.16887367,23174601,11.81000042,17.65099907,10.33399963
4,77.999,72.575,75.3,,76.308,1.824208785,,23.692,0.111678012,,35.53124552,42869547,3.559999943,3.90899992,3.368000031
5,52.683,51.429,52.057,,32.06,5.632144158,,67.94,2.120606642,,44.02624913,4775015,9.68900013,11.49800014,8.265999794
6,49.731,47.376,48.549,,21.801,3.801321011,,78.199,3.607677401,,43.20706277,3421436,0.871999979,0.495000005,1.159000039
7,75.619,68.71,72.099,,37.411,4.021712774,,62.589,-1.319465366,,46.20089476,37939157,1.350000024,1.210000038,1.470000029
8,73.97,62.23,67.95682927,,67.79,-0.447694616,,32.21,-1.330200521,,51.16866504,22538708,7.179999828,6.842000008,7.53399992
9,80.1,75,77.48780488,,79.928,1.135884591,,20.072,0.073389815,,45.88541943,151976098,5.079999924,5.096000195,5.065999985
10,46.432,43.868,45.158,,38.193,2.279382856,,61.807,1.753816255,,45.73774539,1660600,5.65899992,6.672999859,4.803999901
11,82.7,78.1,80.34390244,,80.213,1.123846755,,19.787,0.551491249,,46.8751721,18030705,6.320000172,6.092000008,6.521999836
12,73.934,70.698,72.257,,68.239,2.13244575,,31.761,-0.99200666,,19.93123031,23257049,11.52000046,16.54199982,10.27000046
13,78.035,72.532,75.296,,76.616,1.859028134,,23.384,0.147672581,,36.08433161,44352857,3.569999933,3.890000105,3.388999939
14,53.461,52.212,52.839,,32.832,5.673725985,,67.168,2.151469407,,43.89634601,4918865,10.69900036,12.23400021,9.498000145
15,50.096,47.725,48.907,,21.834,3.659425162,,78.166,3.465944657,,43.01747077,3513870,0.910000026,0.523000002,1.202999949
16,75.981,69.138,72.499,,38.673,3.921756995,,61.327,-1.432873091,,45.86088192,38013146,1.220000029,1.121999979,1.302999973
17,74.06,62.38,68.07756098,,67.969,-0.412356449,,32.031,-1.233338617,,51.37440861,22371804,6.809999943,6.614999771,7.015999794
18,80.3,75.2,77.68780488,,80.099,1.17796816,,19.901,0.10867028,,45.86670406,153855509,4.619999886,4.625,4.614999771
19,46.966,44.291,45.636,-125614,38.339,2.303915292,,61.661,1.685812034,,45.6573456,1688541,5.605999947,6.602000237,4.769000053
20,82.9,78.3,80.54390244,1326431,80.396,1.199018842,,19.604,0.041978149,,47.0367127,18379605,6.039999962,5.652999878,6.383999825
